Domain,Feed,Title,Category,Status,Score,OG-Images,Content Type,Creative ID,Destination Domains
cnnespanol.cnn.com,https://cnnespanol.cnn.com/feed/,CNN Español,Top News,Enabled,3.31,,article,,cnnespanol.cnn.com
bbc.co.uk/spanish/,https://feeds.bbci.co.uk/mundo/rss.xml,BBC Mundo,Top News,Enabled,2.45,,article,,www.bbc.com
elmundo.es,https://e00-elmundo.uecdn.es/rss/portada.xml,El Mundo,Top News,Enabled,1.93,,article,,www.elmundo.es
nytimes.com/es/,https://rss.nytimes.com/services/xml/rss/nyt/es.xml,The New York Times en Español,Top News,Enabled,1.82,,article,,www.nytimes.com
elpais.com,https://ep01.epimg.net/rss/tags/ultimas_noticias.xml,EL PAÍS,Top News,Enabled,1.53,,article,,elviajero.elpais.com
20minutos.es,https://www.20minutos.es/rss/,20 Minutos,Top News,Enabled,1.45,,article,,www.20minutos.es
meneame.net,https://www.meneame.net/rss2.php,Menéame,Top News,Enabled,0.93,,article,,www.meneame.net
eldiario.es,https://www.eldiario.es/rss/,El Diario,Top News,Enabled,0.86,,article,,www.eldiario.es
actualidad.rt.com,https://actualidad.rt.com/feeds/all.rss,RT en Español,Top News,Enabled,0.69,,article,,actualidad.rt.com
expansion.com,https://e00-expansion.uecdn.es/rss/portada.xml,Expansion,Top News,Enabled,0.62,,article,,expansion.com
expansion.com,https://e00-expansion.uecdn.es/rss/portada.xml,Expansion,Top News,Enabled,0.62,,article,,www.expansion.com
publico.es,https://www.publico.es/estaticos/rss,Público,Top News,Enabled,0.27,,article,,publico.es
abc.es,https://www.abc.es/rss/feeds/abc_ultima.xml,ABC,Top News,Enabled,0.24,,article,,www.abc.es
lanacion.com.ar,https://www.lanacion.com.ar/arcio/rss/,La Nacion,Top News,Enabled,0.15,,article,,www.lanacion.com.ar
dw.com/spanish/,https://rss.dw.com/syndication/feeds/RSS_sp_Feedly_News.10727-mrss.xml,DW Español,Top News,Enabled,0.04,,article,,www.dw.com
huffingtonpost.es,https://chaski.huffpost.com/us/auto/topic/spain,El HuffPost,Top News,Enabled,0.04,,article,,huffingtonpost.es
aristeguinoticias.com,https://feeds.feedburner.com/AristeguiNoticias,Aristegui Noticias,Top News,Enabled,0,,article,,aristeguinoticias.com
lavanguardia.com,https://www.lavanguardia.com/rss/home.xml,La Vanguardia,Top News,Enabled,-0.03,,article,,lavanguardia.com
infobae.com,https://www.infobae.com/argentina-rss.xml,Infobae,Top News,Enabled,-0.05,,article,,www.infobae.com
reforma.com,https://www.reforma.com/rss/portada.xml,Reforma,Top News,Enabled,-0.07,,article,,www.reforma.com
elconfidencialdigital.com,https://www.elconfidencialdigital.com/rss?seccion=el_confidencial_digital,Confidencial Digital,Top News,Enabled,-0.08,,article,,www.elconfidencialdigital.com
jornada.unam.mx,https://www.jornada.com.mx/rss/edicion.xml,La Jornada,Top News,Disabled,-0.1,,article,,www.jornada.com.mx
animalpolitico.com,https://www.animalpolitico.com/feed/,Animal Político,Top News,Disabled,-0.13,,article,,www.animalpolitico.com
rtve.es,https://api2.rtve.es/rss/temas_noticias.xml,RTVE,Top News,Disabled,-0.14,,article,,www.rtve.es
elperiodico.com,https://www.elperiodico.com/es/rss/rss_portada.xml,El Periódico,Top News,Disabled,-0.18,,article,,www.elperiodico.com
europapress.es,https://www.europapress.es/rss/rss.aspx?ch=94,Europa Press,Top News,Disabled,-0.19,,article,,www.europapress.es
infolibre.es,https://www.infolibre.es/rss,InfoLibre,Top News,Disabled,-0.21,,article,,infolibre.es
eltiempo.com,https://www.eltiempo.com/rss/colombia.xml,El Tiempo,Top News,Disabled,-0.21,,article,,www.eltiempo.com
elespanol.com,https://www.elespanol.com/rss/,El Español,Top News,Disabled,-0.22,,article,,www.elespanol.com
clarin.com,https://www.clarin.com/rss/lo-ultimo/,Clarin,Top News,Disabled,-0.23,,article,,www.clarin.com
eluniversal.com.mx,https://www.eluniversal.com.mx/rss.xml,El Universal,Top News,Disabled,-0.23,,article,,www.eluniversal.com.mx
libertaddigital.com,https://www.libertaddigital.com/espana/rss.xml,Libertad Digital,Top News,Disabled,-0.23,,article,,tv.libertaddigital.com;www.libertaddigital.com
elmostrador.cl,https://www.elmostrador.cl/feed/,El Mostrador,Top News,Disabled,-0.25,,article,,www.elmostrador.cl
theclinic.cl,https://feeds.feedburner.com/The_Clinic,The Clinic,Top News,Disabled,-0.28,,article,,www.theclinic.cl
ciperchile.cl,https://www.ciperchile.cl/feed/,CIPER Chile,Top News,Disabled,-0.29,,article,,www.ciperchile.cl
sinembargo.mx,https://www.sinembargo.mx/feed,Sin Embargo,Top News,Disabled,-0.29,,article,,sinembargo.mx
larazon.es,https://www.larazon.es/RSS-portlet/feed/la-razon/espana,La Razón,Top News,Disabled,-0.3,,article,,larazon.es
excelsior.com.mx,https://www.excelsior.com.mx/rss/rss.php,Excélsior,Top News,Disabled,-0.3,,article,,excelsior.com.mx
efe.com,https://www.efe.com/efe/espana/1/rss,Agencia EFE,Top News,Disabled,-0.31,,article,,www.efe.com
lamarea.com,https://www.lamarea.com/feed/,lamarea.com,Top News,Disabled,-0.31,,article,,www.lamarea.com
lavozdegalicia.es,https://www.lavozdegalicia.es/portada/index.xml,La Voz de Galicia,Top News,Disabled,-0.32,,article,,lavozdegalicia.es
cooperativa.cl,https://feeds.cooperativa.cl/ultimominuto,Cooperativa.cl,Top News,Disabled,-0.33,,article,,www.cooperativa.cl
perfil.com,https://www.perfil.com/feed,Perfil,Top News,Disabled,-0.35,,article,,perfil.com
intereconomia.com,https://intereconomia.com/feed/,Radio Intereconomía,Top News,Disabled,-0.35,,article,,intereconomia.com
pagina12.com.ar,https://www.pagina12.com.ar/rss/portada,Página12,Top News,Disabled,-0.37,,article,,www.pagina12.com.ar
ctxt.es,https://ctxt.es/es/?tpl=87,Ctxt,Top News,Disabled,-0.38,,article,,ctxt.es
elcolombiano.com,https://www.elcolombiano.com/rss/inicio.xml,El Colombiano,Top News,Disabled,-0.39,,article,,www.elcolombiano.com
indablog.es,https://www.indablog.es/feed/,Ok Diario,Top News,Disabled,-0.39,,article,,okdiario.com
elconfidencial.com,https://rss.elconfidencial.com/,El Confidencial,Top News,Disabled,-0.39,,article,,www.elconfidencial.com
heraldo.es,https://www.heraldo.es/rss/,Heraldo,Top News,Disabled,-0.4,,article,,www.heraldo.es
eluniverso.com,https://www.eluniverso.com/rss/portada.xml,El Universo,Top News,Disabled,-0.41,,article,,eluniverso.com
el-nacional.com,https://www.elnacional.com/rss/,EL NACIONAL,Top News,Disabled,-0.41,,article,,www.elnacional.com
radiobiobio.cl,https://www.radiobiobio.cl/feed/,BioBioChile,Top News,Disabled,-0.44,,article,,radiobiobio.cl
vozpopuli.com,https://www.vozpopuli.com/feed,Vozpópuli,Top News,Disabled,-0.44,,article,,www.vozpopuli.com
elciudadano.cl,https://www.elciudadano.cl/feed/,El Ciudadano,Top News,Disabled,-0.44,,article,,elciudadano.cl
eldinamo.cl,https://www.eldinamo.cl/rss/feed.xml,El Dínamo,Top News,Disabled,-0.45,,article,,eldinamo.cl
cadenaser.com,https://cadenaser.com/rss/ser/portada.xml,Cadena SER,Top News,Disabled,-0.46,,article,,cadenaser.com
periodistadigital.com,https://feeds.feedburner.com/PDPortada,Periodista Digital,Top News,Disabled,-0.46,,article,,www.periodistadigital.com
maldita.es,https://maldita.es/feed,Maldita,Top News,Disabled,-0.47,,article,,maldita.es
elplural.com,https://www.elplural.com/uploads/feeds/feed_elplural_es.xml,El Plural,Top News,Disabled,-0.47,,article,,www.elplural.com
antena3.com,https://feeds.feedburner.com/Noticias-Spain-antena3,Antena 3,Top News,Disabled,-0.47,,article,,www.antena3.com
elindependiente.com,https://www.elindependiente.com/feed/,El Independiente,Top News,Disabled,-0.48,,article,,www.elindependiente.com
diarioinformacion.com,https://www.informacion.es/rss/,Información,Top News,Disabled,-0.48,,article,,www.informacion.es
diariovasco.com,https://www.diariovasco.com/rss/2.0/portada,Diario Vasco,Top News,Disabled,-0.48,,article,,real-sociedad.diariovasco.com;www.diariovasco.com
lasexta.com,https://www.lasexta.com/rss/351410.xml,La Sexta,Top News,Disabled,-0.49,,article,,www.lasexta.com
laopiniondemurcia.es,https://www.laopiniondemurcia.es/rss,La Opinión de Murcia,Top News,Disabled,-0.49,,article,,laopiniondemurcia.es
elsaltodiario.com,https://www.elsaltodiario.com/general/feed,El Salto,Top News,Disabled,-0.5,,article,,www.elsaltodiario.com
newtral.es,https://www.newtral.es/feed/,Newtral,Top News,Disabled,-0.5,,article,,www.newtral.es
elblogsalmon.com,http://feeds.weblogssl.com/elblogsalmon2,El Blog Salmón,Business,Enabled,4.48,,article,,www.elblogsalmon.com
expansion.com,https://e00-expansion.uecdn.es/rss/economia.xml,Expansion,Business,Enabled,3.44,,article,,expansion.com
expansion.com,https://e00-expansion.uecdn.es/rss/economia.xml,Expansion,Business,Enabled,3.44,,article,,www.expansion.com
cincodias.elpais.com,https://cincodias.elpais.com/rss/cincodias/portada.xml,EL PAÍS - Cinco Días,Business,Enabled,2.55,,article,,cincodias.elpais.com
eleconomista.es,https://www.eleconomista.es/rss/rss-flash-del-mercado.php,el Economista,Business,Enabled,1.94,,article,,eleconomista.es
pymesyautonomos.com,https://feeds.weblogssl.com/pymesyautonomos,Pymes y Autonomos,Business,Enabled,1.93,,article,,www.pymesyautonomos.com
nadaesgratis.es,https://nadaesgratis.es/feed,Nada es Gratis,Business,Enabled,1.41,,article,,nadaesgratis.es
elmundo.es,https://estaticos.elmundo.es/elmundo/rss/economia.xml,El Mundo - Economía,Business,Enabled,1.08,,article,,www.elmundo.es
abc.es,https://www.abc.es/rss/feeds/abc_Economia.xml,ABC - Economía,Business,Enabled,0.65,,article,,www.abc.es
lavanguardia.com/economia,https://www.lavanguardia.com/rss/home.xml,Economía,Business,Enabled,0.61,,article,,lavanguardia.com
ambito.com,https://www.ambito.com/rss/home.xml,Ambito - Adaptativo - Portada,Business,Disabled,0.08,,article,,ambito.com
cronista.com,https://www.cronista.com/files/rss/news.xml,El Cronista Comercial - RSS - Ultimas Noticias,Business,Disabled,-0.01,,article,,www.cronista.com
df.cl,https://www.df.cl/noticias/site/list/port/rss.xml,Diario Financiero Online,Business,Disabled,-0.07,,article,,df.cl
estrategiasdeinversion.com,https://www.estrategiasdeinversion.com/rss/rssnoticias.xml?canal=21&perPage=10,Estrategias de Inversión,Business,Disabled,-0.1,,article,,www.estrategiasdeinversion.com
pequenocerdocapitalista.com,https://www.pequenocerdocapitalista.com/,Pequeño Cerdo Capitalista,Business,Disabled,-0.12,,article,,pequenocerdocapitalista.com
europapress.es/economia/,https://www.europapress.es/rss/rss.aspx?ch=136,Europa Press - Economía Finanzas,Business,Disabled,-0.13,,article,,www.europapress.es
bolsamania.com,https://www.bolsamania.com/rss/generarRss2.php,Bolsamania.com,Business,Disabled,-0.17,,article,,www.bolsamania.com
euribor.com.es,https://www.euribor.com.es/,Euribor,Business,Disabled,-0.24,,article,,euribor.com.es
eleconomista.com.mx,https://www.eleconomista.com.mx/rss/ultimas-noticias,El Economista,Business,Disabled,-0.29,,article,,www.eleconomista.com.mx
attac.es,https://www.attac.es/,ATTAC España,Business,Disabled,-0.31,,article,,attac.es
ennaranja.com,https://www.ennaranja.com/index.xml,"En Naranja, ING",Business,Disabled,-0.33,,article,,ennaranja.com
novatostradingclub.com,https://www.novatostradingclub.com/,Novatos Trading Club,Business,Disabled,-0.34,,article,,novatostradingclub.com
elperiodico.com,https://www.elperiodico.com/es/rss/economia/rss.xml,El Periódico - economia,Business,Disabled,-0.37,,article,,www.elperiodico.com
libremercado.com,https://rss.libertaddigital.com/libertaddigital/economia,Libertad Digital: Libre Mercado,Business,Disabled,-0.46,,article,,esradio.libertaddigital.com;www.libremercado.com
iprofesional.com,https://feeds.feedburner.com/iprofesional-economia,iProfesional.com - La economía de la Argentina y del mundo con las últimas novedades. - Economía,Business,Disabled,-0.46,,article,,www.iprofesional.com
rankia.com,https://feeds.feedburner.com/InversionEspeculacionYCosasMias,"INVERSIÓN, ESPECULACIÓN... y cosas mías",Business,Disabled,-0.48,,article,,www.rankia.com
finanzasparatodos.es,https://www.finanzasparatodos.es/es/rss.xml,Finanzas para todos,Business,Disabled,-0.55,,article,,finanzasparatodos.es
autoblog.com,https://es.autoblog.com/rss.xml,Autoblog,Cars,Enabled,8.63,,article,,autoblog.com
motorpasion.com,http://feeds.weblogssl.com/motorpasion,Motorpasión,Cars,Enabled,5.79,,article,,www.motorpasion.com
marca.com,https://estaticos.marca.com/rss/motor.xml,Marca - Motor,Cars,Enabled,4.96,,article,,www.marca.com
as.com/rss/motor/portada-resumen-f00.xml,https://as.com/rss/motor/portada-resumen-f00.xml,Diario AS,Cars,Disabled,4.29,,article,,as.com;motor.elpais.com
diariomotor.com,https://feeds.feedburner.com/diariomotor,Diariomotor,Cars,Disabled,1.85,,article,,www.diariomotor.com
f1aldia.com,https://feeds.noxvo.com/f1aldia/,F1 al día,Cars,Disabled,1.09,,article,,www.f1aldia.com
antevenio.com,https://www.tecnocoches.com/wp-rss2.php,Antevenio,Cars,Disabled,0.61,,article,,antevenio.com
coches.net/noticias/,https://coches.net/noticias/rss/,Coches.net,Cars,Disabled,0.42,,article,,www.coches.net
8000vueltas.com,https://feeds.feedburner.com/8000vueltas,8000vueltas.com,Cars,Disabled,-0.01,,article,,8000vueltas.com
autobild.es,https://www.autobild.es/rss,Auto Bild España,Cars,Disabled,-0.03,,article,,www.autobild.es
actualidadmotor.com,https://feeds.feedburner.com/ActualidadMotor,Actualidad Motor,Cars,Disabled,-0.04,,article,,www.actualidadmotor.com
20minutos.es,https://www.20minutos.es/rss/motor/,20MINUTOS.ES,Cars,Disabled,-0.11,,article,,www.20minutos.es
caranddriver.com/es/,https://www.caranddriver.com/es/rss/all.xml/,Car and Driver,Cars,Disabled,-0.17,,article,,www.caranddriver.com
forococheselectricos.com,https://feeds.feedburner.com/ForoCochesElectricos,forococheselectricos,Cars,Disabled,-0.3,,article,,forococheselectricos.com
motogp.com/es/noticias/rss,https://www.motogp.com/es/noticias/rss,MotoGP,Cars,Disabled,-0.32,,article,,www.motogp.com
parabrisas.perfil.com,https://parabrisas.perfil.com/,Parabrisas,Cars,Disabled,-0.34,,article,,parabrisas.perfil.com
es.investing.com,https://es.investing.com/rss/news.rss,Investing.com Español,Crypto,Enabled,11.92,,article,,es.investing.com
criptonoticias.com,https://criptonoticias.com/feed/,CriptoNoticias,Crypto,Enabled,4.13,,article,,www.criptonoticias.com
elbitcoin.org,https://feeds.feedburner.com/elbitcoin,Bitcoin en Español,Crypto,Disabled,2.14,,article,,elbitcoin.org
diariobitcoin.com,https://www.diariobitcoin.com/feed/,DiarioBitcoin,Crypto,Disabled,1.78,,article,,www.diariobitcoin.com
es.cointelegraph.com,https://cointelegraph.es/rss,Noticias en Cointelegraph.com,Crypto,Disabled,1.33,,article,,es.cointelegraph.com
criptotendencia.com,https://criptotendencia.com/feed/,CRIPTO TENDENCIA,Crypto,Disabled,0.82,,article,,criptotendencia.com
tecnologia.press,https://www.tecnologia.press/feed/,Tecnologia.press,Crypto,Disabled,-0.3,,article,,www.tecnologia.press
infocoin.net,https://infocoin.net/feed/,InfoCoin,Crypto,Disabled,-0.33,,article,,infocoin.net
blog.bitso.com,https://blog.bitso.com/feed,Bitso - Medium,Crypto,Disabled,-0.35,,article,,blog.bitso.com
elpais.com/rss/cultura/portada.xml,http://ep01.epimg.net/rss/cultura/portada.xml,EL PAÍS - Cultura,Culture,Enabled,7,,article,,elpais.com
yorokobu.es,https://www.yorokobu.es/feed/,Yorokobu,Culture,Disabled,4.75,,article,,yorokobu.es
jotdown.es,https://www.jotdown.es/feed/,Jot Down Cultural Magazine,Culture,Disabled,2.95,,article,,www.jotdown.es
elmundo.es,https://rss.elmundo.es/rss/descarga.htm?data2=6,El Mundo - Cultura,Culture,Disabled,2.75,,article,,www.elmundo.es
historiasdelahistoria.com,https://historiasdelahistoria.com/feed/,Historias de la Historia,Culture,Disabled,2.6,,article,,historiasdelahistoria.com
historiasdelahistoria.com,https://historiasdelahistoria.com/feed/,Historias de la Historia,Culture,Disabled,2.6,,article,,historiasdelahistoria.com
clarin.com/cultura/,https://www.clarin.com/rss/cultura/,Clarin.com - Cultura,Culture,Disabled,2.05,,article,,www.clarin.com
clarin.com/revista-enie/,https://www.clarin.com/rss/revista-enie/,Clarin.com - Revista Ñ,Culture,Disabled,1.96,,article,,www.clarin.com
lavanguardia.com/cultura,https://www.lavanguardia.com/mvc/feed/rss/cultura,La Vanguardia - Cultura,Culture,Disabled,1.46,,article,,lavanguardia.com
curistoria.com,https://curistoria.blogspot.com/feeds/posts/default,Curistoria,Culture,Disabled,1.39,,article,,curistoria.com
vice.com/es,https://www.vice.com/es/rss,VICE ES,Culture,Disabled,1.28,,article,,vice.com
abc.es,https://www.abc.es/rss/feeds/abc_Cultura.xml,ABC - Cultura,Culture,Disabled,1.15,,article,,www.abc.es
blogs.20minutos.es/yaestaellistoquetodolosabe,https://www.yaestaellisto.com/feed/,Ya está el listo que todo lo sabe,Culture,Disabled,0.81,,article,,blogs.20minutos.es
elespanol.com/cultura/,https://www.elespanol.com/rss/cultura/,El Español - Miradas,Culture,Disabled,0.75,,article,,www.elespanol.com
culturacolectiva.com,https://www.culturacolectiva.com/rss/,Cultura Colectiva,Culture,Disabled,0.56,,article,,culturacolectiva.com
rtve.es,https://www.rtve.es/rss/temas_cultura.xml,RTVE - Cultura,Culture,Disabled,0.56,,article,,www.rtve.es
elconfidencial.com/cultura/,https://rss.elconfidencial.com/cultura/,El Confidencial - Cultura,Culture,Disabled,0.34,,article,,www.elconfidencial.com
lecturalia.com/blog,https://www.lecturalia.com/blog/feed/atom/,Lecturalia,Culture,Disabled,0.33,,article,,www.lecturalia.com
pagina12.com.ar,https://www.pagina12.com.ar/diario/rss/radar.xml,Radar | Página12,Culture,Disabled,0.26,,article,,www.pagina12.com.ar
20minutos.es,https://www.20minutos.es/rss/artes/,20MINUTOS.ES - Artes,Culture,Disabled,0,,article,,www.20minutos.es
eldiario.es,https://www.eldiario.es/rss/cultura/,ElDiario.es,Culture,Disabled,-0.06,,article,,www.eldiario.es
upsocl.com,https://www.upsocl.com/feed/,Upsocl,Culture,Disabled,-0.1,,article,,www.upsocl.com
culturizando.com,https://feeds.feedburner.com/Culturizando,culturizando.com,Culture,Disabled,-0.13,,article,,culturizando.com
